Entropy,Variance,Homogeneity,sedclass
3.74963974953,4.05579137802,0.318457692862,1
3.72741436958,3.23034739494,0.395267426968,1
3.74464845657,3.65127372742,0.328981369734,1
3.719445467,3.34179496765,0.375395447016,1
3.65831065178,3.45501995087,0.381064206362,1
3.6044690609,2.7967736721,0.407134383917,1
3.63309502602,3.16458249092,0.361775249243,1
3.57755899429,3.14256548882,0.391653060913,1
3.41625714302,2.58018398285,0.448547184467,1
3.68818354607,3.51978492737,0.368379443884,1
3.46077895164,2.54763245583,0.408549427986,1
3.55580353737,2.9281847477,0.329434394836,1
3.46205377579,2.66427540779,0.389356285334,1
3.3715364933,2.20051932335,0.455453306437,1
3.17687773705,1.55500340462,0.44431874156,1
3.49091458321,2.68378782272,0.371169120073,1
3.50048971176,2.58280777931,0.398829549551,1
3.6647362709,2.97980952263,0.339475095272,1
3.51249361038,2.43310379982,0.395842045546,1
3.51862859726,2.75991725922,0.414348006248,1
3.45689439774,2.99239444733,0.428534209728,1
3.24395775795,1.81636428833,0.470079541206,1
3.32170629501,2.03414726257,0.441934108734,1
3.70174264908,2.97420358658,0.358876496553,1
3.77619552612,3.42473483086,0.310331702232,1
3.63502287865,2.79697799683,0.35643222928,1
3.75600218773,3.58875632286,0.375921696424,1
3.70966267586,4.146068573,0.39717310667,1
3.2819442749,1.93618631363,0.448929935694,1
3.1362016201,1.60417282581,0.471691101789,1
3.30636572838,2.03013491631,0.419977277517,1
3.52484607697,2.64581155777,0.360553920269,1
3.52696061134,2.90007257462,0.335898965597,1
3.64990830421,2.99946141243,0.384636759758,1
3.78704953194,3.50832748413,0.383733481169,1
3.61102795601,3.12818241119,0.372839063406,1
3.33260917664,2.11656165123,0.385729283094,1
3.06325864792,1.56363666058,0.42717769742,1
3.36216616631,2.26895976067,0.417600214481,1
3.43054175377,2.3406496048,0.401084423065,1
3.47334980965,2.5674738884,0.428601264954,1
3.68167901039,3.03455710411,0.412489414215,1
3.65471124649,3.08065485954,0.35414993763,1
3.68624591827,3.34017729759,0.371229052544,1
3.506721735,2.85900712013,0.37898132205,1
3.09888720512,1.66620206833,0.432946354151,1
3.09666609764,1.5340025425,0.433020830154,1
3.41819930077,2.25810837746,0.430024176836,1
3.44899344444,2.3018283844,0.430598467588,1
3.58629417419,2.86506581306,0.392856448889,1
3.72357010841,3.19789171219,0.377494126558,1
3.64043068886,3.09365057945,0.368889808655,1
3.74858498573,3.55881357193,0.335983008146,1
3.60486936569,3.26322746277,0.386446535587,1
3.25973391533,2.13261532784,0.432139992714,1
3.03081226349,1.47901654243,0.474314391613,1
3.20330548286,1.8853136301,0.452947854996,1
3.34682273865,2.23293280602,0.431598365307,1
3.5067782402,2.71123218536,0.383405566216,1
3.59723854065,3.10180592537,0.389649897814,1
3.59194111824,3.08822488785,0.413702189922,1
3.71029829979,3.4081363678,0.337750554085,1
3.50428247452,2.75792145729,0.403693348169,1
3.340685606,2.23534703255,0.44673165679,1
3.32753968239,2.14542341232,0.463201642036,1
3.12763953209,1.86668395996,0.438533395529,1
3.33991765976,2.42405509949,0.398517817259,1
3.58422708511,3.04222989082,0.347700029612,1
3.67908906937,3.27957224846,0.358087360859,1
3.76635885239,3.62659811974,0.324909418821,1
3.64733481407,3.0850777626,0.378105610609,1
3.48890948296,2.56678700447,0.447621375322,1
3.35039019585,2.28543353081,0.416301399469,1
2.96839785576,1.37281847,0.489683002234,1
3.06679081917,1.55775153637,0.485860615969,1
3.33501529694,2.28222322464,0.402009993792,1
3.6324532032,3.06882381439,0.341592252254,1
3.66291856766,3.16203355789,0.369655251503,1
3.65327453613,3.45080852509,0.389493763447,1
3.735881567,3.59842562675,0.365592330694,1
3.48392558098,2.717035532,0.418652713299,1
3.24273276329,2.09842896461,0.427046984434,1
3.03489112854,1.42862725258,0.47357454896,1
3.04672718048,1.51696002483,0.525730609894,1
3.14109444618,1.82094848156,0.467777252197,1
3.38132405281,2.48652076721,0.3985671103,1
3.35932254791,2.17034196854,0.432960867882,1
3.4871981144,2.92376303673,0.428150653839,1
3.71339440346,3.76389431953,0.369273543358,1
3.26686692238,1.99114906788,0.448644578457,1
3.32951116562,2.4012556076,0.430738687515,1
3.18490719795,1.97329878807,0.454757332802,1
2.96969842911,1.43134891987,0.518411159515,1
3.13860630989,1.85840892792,0.446494668722,1
3.45427465439,2.51299309731,0.403032362461,1
3.74456715584,3.7621281147,0.371019154787,1
3.8878262043,4.48029088974,0.327269017696,1
3.63258552551,3.36377096176,0.34796795249,1
3.27401590347,2.09274291992,0.427263826132,1
3.27475762367,2.0522210598,0.480730950832,1
3.12274575233,1.60650014877,0.475982248783,1
3.02733230591,1.47319686413,0.470320612192,1
3.52154254913,2.99279379845,0.380695641041,1
3.89146327972,4.59668064117,0.314252048731,1
3.70298242569,3.76434755325,0.374526113272,1
3.6149251461,3.53769659996,0.353287547827,1
3.36362409592,2.41421318054,0.37602686882,1
3.27212262154,1.85240101814,0.453427761793,1
3.14580702782,1.77616584301,0.461248040199,1
3.55508899689,3.02186775208,0.372758537531,1
3.21214532852,1.8625575304,0.452768564224,1
3.61888313293,3.11046099663,0.374515503645,1
3.45654511452,2.57450032234,0.419313907623,1
3.65788149834,3.23400354385,0.359180122614,1
3.3981218338,2.44484496117,0.471107214689,1
4.19578456879,8.46462535858,0.299750864506,1
3.09513068199,1.61666154861,0.553442418575,1
3.27237868309,1.67274439335,0.490224838257,1
3.37865972519,2.00543308258,0.482096672058,1
3.54917240143,1.59617829323,0.45330530405,1
3.34807229042,1.04431211948,0.413226991892,1
3.11802434921,1.37783944607,0.446328341961,1
3.02908563614,1.52802205086,0.468057960272,1
3.19830513,2.3673119545,0.397515028715,1
3.89891624451,6.92580699921,0.2794957757,1
2.71928191185,1.03004062176,0.539305210114,1
2.71639299393,1.09670782089,0.500593662262,1
2.92497944832,1.34597623348,0.494704246521,1
