count,max,mean,median,min,percentile_25,percentile_50,percentile_75,std,substrate
66,7.53112888336,4.52265930176,4.28653621674,2.72927832603,3.62371760607,4.28653621674,5.38836228848,1.16161577603,gravel
10,9.44910240173,7.92909011841,7.64266872406,6.61431646347,7.02291929722,7.64266848564,8.96671319008,1.02018766607,boulders
114,4.59668064117,2.66860024971,2.69751000404,1.37281847,2.10296213627,2.69751000404,3.15716654062,0.719113562658,sand
13,26.593580246,9.57492887057,8.00899791718,4.86274528503,6.32275485992,8.00899791718,9.58169078827,5.43561685513,gravel
412,9.28316783905,2.42342576703,2.258644104,0.856130003929,1.80662128329,2.25864398479,2.743701756,0.988626001436,sand
40,8.38328456879,5.43312530518,5.36784553528,2.7673060894,4.47913837433,5.3678457737,6.40006029606,1.40934388827,gravel
47,13.6801128387,6.30986704725,5.70158147812,2.62241292,4.85230946541,5.70158147812,6.8818218708,2.27384570724,boulders
33,6.38091897964,4.63120709044,4.76708316803,2.72890043259,4.05670070648,4.76708316803,5.35363531113,0.891524117333,gravel
88,16.7211647034,3.32076332786,2.59148979187,0.640097558498,1.910936445,2.59148991108,3.66997545958,2.67904936016,sand
30,5.8869395256,2.31441040039,1.91045975685,1.07795274258,1.59185373783,1.91045981646,2.52325201035,1.17223124736,sand
78,11.7739515305,5.46193675506,5.20076179504,2.14026713371,4.50194513798,5.20076179504,6.20483136177,1.63945115334,boulders
71,5.96029472351,2.19255044427,1.90210044384,0.658044815063,1.51958352327,1.90210044384,2.62881076336,0.970683299773,sand
33,13.1773958206,5.53850717256,5.16424369812,3.1951584816,4.66390991211,5.16424369812,6.04981231689,1.67756828776,boulders
130,8.4057302475,3.3531843919,2.99311590195,1.24857878685,2.32510900497,2.99311602116,4.17339873314,1.46125794151,sand
101,6.94839954376,2.08525070342,1.77246105671,0.986438214779,1.58678555489,1.77246105671,2.31672215462,0.842538893111,sand
43,5.86018562317,3.79122569949,3.60741329193,2.5106317997,3.0384888649,3.60741329193,4.53709459305,0.94014035526,gravel
42,17.603225708,4.82583036877,4.36618423462,3.0144765377,3.87798678875,4.36618447304,4.88073217869,2.39817373689,gravel
32,7.68216753006,4.8200340271,4.888484478,3.19588756561,4.2669686079,4.888484478,5.20136415958,0.956844283163,sand
105,4.74601411819,2.44279552641,2.36473965645,1.15587556362,1.80322098732,2.36473965645,2.93195199966,0.812226711126,sand
21,3.72243571281,1.94284039452,1.52135503292,0.941950023174,1.42576920986,1.52135503292,2.41041564941,0.771160927159,sand
81,3.25449299812,1.81225001959,1.70038032532,1.10426080227,1.44391930103,1.70038032532,2.12237691879,0.475919950448,sand
48,4.43613624573,1.90231323242,1.6453255415,1.08246350288,1.37659355998,1.6453255415,2.20143318176,0.688720746056,sand
17,6.06216859818,4.35685774859,4.60128116608,2.38810324669,2.97451853752,4.60128116608,5.08564710617,1.15542601269,gravel
9,5.18613481522,4.23204888238,4.48747825623,3.14166712761,3.53214287758,4.48747825623,4.81652212143,0.682094405266,gravel
18,5.29221105576,3.29520225525,3.14187002182,1.56566822529,2.48336559534,3.14187002182,3.95372605324,1.02835886989,sand
55,7.18730258942,3.46186301491,3.20683121681,1.21381664276,2.516720891,3.20683121681,4.2389330864,1.38452073188,sand
28,6.46379995346,3.60603141785,3.22458767891,1.62320971489,2.60011988878,3.22458767891,4.59061658382,1.27029788216,boulders
69,11.9228506088,3.12115522744,2.57172107697,1.4294526577,1.95526170731,2.57172107697,3.46879982948,1.94217108483,sand
78,10.9064235687,2.73320046449,2.53199911118,1.30598473549,2.07627773285,2.53199923038,3.01831293106,1.24521671302,sand
81,6.95556402206,1.97185601128,1.72044718266,0.934481799603,1.40338468552,1.72044718266,2.17488050461,0.868362033916,sand
83,9.8275642395,5.32856254118,5.04812669754,2.33225536346,4.25785851479,5.04812669754,6.07508969307,1.52096529566,boulders
38,16.8316802979,3.47341075696,2.97589993477,1.47366654873,2.0078600049,2.97589993477,3.88023340702,2.58054500597,sand
67,4.10789251328,2.95152829298,2.8882484436,2.07675027847,2.55383348465,2.8882484436,3.31851422787,0.520894070682,sand
17,2.86689352989,1.87274304558,1.9085483551,1.27107930183,1.50417089462,1.9085483551,2.12953352928,0.475638343023,sand
14,5.88068389893,3.1441783905,2.77687358856,1.49421834946,2.2197958231,2.77687370777,4.03919440508,1.19976722546,sand
55,4.4048871994,3.29956609553,3.20953655243,2.33241724968,2.89213693142,3.20953655243,3.77888095379,0.536084918801,gravel
38,9.15616607666,5.2486251028,5.14015293121,2.78248500824,4.03635782003,5.14015269279,5.9754178524,1.47678548409,gravel
38,34.7263069153,6.02822072882,4.84817218781,1.62109088898,3.39886730909,4.84817242622,5.8419816494,5.62497631817,gravel
13,5.84729719162,4.38589418851,4.38086748123,2.92907071114,4.05452013016,4.38086748123,4.99106407166,0.858123865756,gravel
23,5.0271191597,3.11810800304,2.88886356354,1.65936625004,2.52293264866,2.88886356354,3.77915775776,0.884970634003,sand
15,7.253054142,3.97759043376,3.59349703789,2.62158751488,3.16672968864,3.59349703789,4.4261007309,1.13584945578,sand
11,6.78344583511,5.21062746915,5.33524084091,3.89310479164,4.43764019012,5.33524084091,5.99115896225,0.905662715718,boulders
8,10.0279455185,7.11747932434,7.34693670273,2.90409588814,5.84150910378,7.34693670273,9.17117571831,2.36653207826,boulders
93,3.92738413811,2.20619119624,2.0296061039,1.10149216652,1.70035779476,2.0296061039,2.67999958992,0.648159025355,sand
67,4.38682460785,3.2415452644,3.17538762093,1.69185471535,2.95200693607,3.17538762093,3.45961225033,0.521163734496,sand
