Entropy,Variance,Homogeneity,sedclass
3.50694036484,2.57925391197,0.448881089687,1
3.54650163651,4.35436677933,0.429561316967,1
3.48558998108,6.09383773804,0.298709869385,1
3.29712867737,1.8954410553,0.442818105221,1
3.39444684982,2.26093149185,0.427563160658,1
3.63155531883,2.81227397919,0.361620336771,1
3.80573296547,3.64364147186,0.322927206755,1
4.19832611084,6.00898599625,0.287386596203,1
3.10212802887,1.47353386879,0.471032977104,1
3.24879050255,1.86303782463,0.419785022736,1
3.60942482948,2.86104679108,0.37992271781,1
3.69457554817,3.37197804451,0.392679333687,1
3.69327712059,3.63088297844,0.361646145582,1
3.21953463554,1.7882130146,0.471966296434,1
3.35049128532,1.98935198784,0.425312072039,1
3.51993370056,2.42794013023,0.408284753561,1
3.60384273529,2.64747524261,0.414333492517,1
3.46960616112,2.66592335701,0.409383505583,1
3.3832526207,2.30477619171,0.403719037771,1
3.48601937294,2.60472798347,0.39108479023,1
3.49156570435,2.49511480331,0.389002293348,1
3.40139460564,2.29832983017,0.415746480227,1
3.49344420433,2.63936853409,0.398328483105,1
3.21561312675,1.96781122684,0.429075777531,1
3.55995869637,2.98666858673,0.375940978527,1
3.598767519,2.99690508842,0.345234930515,1
3.34349870682,2.27835178375,0.395055711269,1
3.43526172638,3.05193543434,0.426476359367,1
3.06558823586,1.50272941589,0.480549693108,1
3.3870408535,2.18751978874,0.41902756691,1
3.58182430267,2.72799181938,0.373155713081,1
3.55128479004,2.86547684669,0.348011851311,1
3.74539995193,4.90140104294,0.39131551981,1
3.09615540504,1.62478804588,0.472396284342,1
3.34578967094,2.14421319962,0.426103413105,1
3.59044647217,2.65621352196,0.391949743032,1
3.75596356392,4.27501010895,0.34994110465,1
4.12308454514,6.42633295059,0.303625822067,1
3.21933031082,1.79190981388,0.449861973524,1
3.36026477814,2.21642708778,0.436977148056,1
3.6445350647,2.95856523514,0.3910407722,1
3.83438014984,4.38156604767,0.354346722364,1
4.10387992859,6.23322725296,0.288840889931,1
3.58384823799,3.02110719681,0.332520276308,1
3.38633465767,2.1300406456,0.403773546219,1
3.58435726166,2.85961222649,0.389711380005,1
3.76038408279,3.50539493561,0.337920814753,1
3.59504723549,3.13288140297,0.306911945343,1
3.4623105526,2.36900353432,0.407909870148,1
